# rta
#: time in fs  dipole-momenta: x   y   z
 152.75040  -0.25211459E-05  -0.45197378E-05   0.30772237E-02
 152.79880  -0.41864233E-05  -0.20481454E-05   0.42408253E-02
 152.84720  -0.55121993E-05   0.64062746E-06   0.52424323E-02
 152.89560  -0.64351957E-05   0.34406601E-05   0.60443058E-02
 152.94400  -0.68140640E-05   0.62146528E-05   0.65651784E-02
 152.99240  -0.68151038E-05   0.88946527E-05   0.68859324E-02
 153.04080  -0.63390493E-05   0.11351610E-04   0.69453931E-02
 153.08920  -0.54002055E-05   0.13482523E-04   0.67415134E-02
 153.13760  -0.40328986E-05   0.15195538E-04   0.62822033E-02
 153.18600  -0.22902193E-05   0.16413548E-04   0.55850355E-02
 153.23440  -0.24203279E-06   0.17077248E-04   0.46765876E-02
 153.28280   0.20276743E-05   0.17147511E-04   0.35914442E-02
 153.33120   0.44240167E-05   0.16607006E-04   0.23708937E-02
 153.37960   0.68448883E-05   0.15460973E-04   0.10613663E-02
 153.42800   0.91461144E-05   0.13629362E-04  -0.28584537E-03
 153.47640   0.11295991E-04   0.11383878E-04  -0.16192827E-02
 153.52480   0.13162274E-04   0.86828616E-05  -0.28898671E-02
 153.57320   0.14654763E-04   0.56124898E-05  -0.40492374E-02
 153.62160   0.15696004E-04   0.22729924E-05  -0.50533049E-02
 153.67000   0.16224489E-04  -0.12249951E-05  -0.58639428E-02
 153.71840   0.16197269E-04  -0.47644565E-05  -0.64504428E-02
 153.76680   0.15591841E-04  -0.82262490E-05  -0.67906829E-02
 153.81520   0.14407275E-04  -0.11493434E-04  -0.68719620E-02
 153.86360   0.12664501E-04  -0.14455528E-04  -0.66914705E-02
 153.91200   0.10309624E-04  -0.16906939E-04  -0.62073366E-02
 153.96040   0.76047520E-05  -0.18969545E-04  -0.55368406E-02
 154.00880   0.45296774E-05  -0.20475911E-04  -0.46562505E-02
 154.05720   0.11791027E-05  -0.21376831E-04  -0.35993154E-02
 154.10560  -0.23408031E-05  -0.21644442E-04  -0.24064259E-02
 154.15400  -0.59162131E-05  -0.21273223E-04  -0.11230736E-02
 154.20240  -0.94297408E-05  -0.20280175E-04   0.20187841E-03
 154.25080  -0.12764676E-04  -0.18704152E-04   0.15180443E-02
 154.29920  -0.15809204E-04  -0.16604380E-04   0.27754205E-02
 154.34760  -0.18460457E-04  -0.14058196E-04   0.39262753E-02
 154.39600  -0.20513387E-04  -0.11100845E-04   0.48891738E-02
 154.44440  -0.22121118E-04  -0.79591210E-05   0.57003987E-02
 154.49280  -0.23119182E-04  -0.46812022E-05   0.62941461E-02
 154.54120  -0.23472537E-04  -0.13823303E-05   0.66479049E-02
 154.58960  -0.23168013E-04   0.18231394E-05   0.67482968E-02
 154.63800  -0.22214825E-04   0.48260086E-05   0.65915931E-02
 154.68640  -0.20644260E-04   0.75262806E-05   0.61838629E-02
 154.73480  -0.18508554E-04   0.98368233E-05   0.55407462E-02
 154.78320  -0.15878997E-04   0.11686521E-04   0.46868584E-02
 154.83160  -0.12843329E-04   0.13022796E-04   0.36548479E-02
 154.88000  -0.94551584E-05   0.13699169E-04   0.24640062E-02
 154.92840  -0.59283281E-05   0.13934675E-04   0.12025856E-02
 154.97680  -0.23240457E-05   0.13628609E-04  -0.10389948E-03
 155.02520   0.12405721E-05   0.12812296E-04  -0.14056118E-02
 155.07360   0.46514519E-05   0.11536450E-04  -0.26529685E-02
 155.12200   0.78016813E-05   0.98690900E-05  -0.37985364E-02
 155.17040   0.10595322E-04   0.78927975E-05  -0.47988366E-02
 155.21880   0.12950778E-04   0.57014367E-05  -0.56159887E-02
 155.26720   0.14803594E-04   0.33964422E-05  -0.62191366E-02
 155.31560   0.16108585E-04   0.10828137E-05  -0.65856015E-02
 155.36400   0.16725889E-04  -0.11005230E-05  -0.66495921E-02
 155.41240   0.16884433E-04  -0.31186924E-05  -0.65123302E-02
 155.46080   0.16489243E-04  -0.48519256E-05  -0.61279643E-02
 155.50920   0.15577946E-04  -0.62214610E-05  -0.55112741E-02
 155.55760   0.14206420E-04  -0.71639476E-05  -0.46858102E-02
 155.60600   0.12446461E-04  -0.76340172E-05  -0.36830003E-02
 155.65440   0.10382871E-04  -0.76061520E-05  -0.25409628E-02
 155.70280   0.81100897E-05  -0.70757742E-05  -0.13030713E-02
 155.75120   0.57284750E-05  -0.60595119E-05  -0.16319033E-04
 155.79960   0.33403816E-05  -0.45946284E-05   0.12704550E-02
 155.84800   0.10796733E-05  -0.26775301E-05   0.24896734E-02
 155.89640  -0.10219851E-05  -0.50838526E-06   0.36294312E-02
 155.94480  -0.28522530E-05   0.18887187E-05   0.46307629E-02
 155.99320  -0.43389896E-05   0.44153307E-05   0.54556087E-02
 156.04160  -0.54256048E-05   0.69660928E-05   0.60726348E-02
 156.09000  -0.60732393E-05   0.94328353E-05   0.64584358E-02
 156.13840  -0.62622398E-05   0.11708788E-04   0.65984342E-02
 156.18680  -0.59928681E-05   0.13692745E-04   0.64874383E-02
 156.23520  -0.52852144E-05   0.15293034E-04   0.61298380E-02
 156.28360  -0.41783163E-05   0.16431132E-04   0.55394304E-02
 156.33200  -0.26782206E-05   0.16926471E-04   0.47014794E-02
 156.38040  -0.96207579E-06   0.16973769E-04   0.37243264E-02
 156.42880   0.94001787E-06   0.16434477E-04   0.26064888E-02
 156.47720   0.29362962E-05   0.15307274E-04   0.13906605E-02
 156.52560   0.49301953E-05   0.13612652E-04   0.12319609E-03
 156.57400   0.68242548E-05   0.11392376E-04  -0.11476598E-02
 156.62240   0.85240472E-05   0.87081314E-05  -0.23736069E-02
 156.67080   0.99419823E-05   0.56394297E-05  -0.35081185E-02
 156.71920   0.11000848E-04   0.22808208E-05  -0.45081985E-02
 156.76760   0.11636952E-04  -0.12614716E-05  -0.53360018E-02
 156.81600   0.11697296E-04  -0.48610162E-05  -0.59141758E-02
 156.86440   0.11365615E-04  -0.84164709E-05  -0.63111333E-02
 156.91280   0.10528324E-04  -0.11806714E-04  -0.64678192E-02
 156.96120   0.91953908E-05  -0.14919481E-04  -0.63784236E-02
 157.00960   0.73965517E-05  -0.17651508E-04  -0.60464745E-02
 157.05800   0.51804116E-05  -0.19912319E-04  -0.54847091E-02
 157.10640   0.26128141E-05  -0.21627547E-04  -0.47145961E-02
 157.15480  -0.22545165E-06  -0.22741635E-04  -0.37655268E-02
 157.20320  -0.32415330E-05  -0.23219835E-04  -0.26737025E-02
 157.25160  -0.63338822E-05  -0.23049431E-04  -0.14807577E-02
 157.30000  -0.93653972E-05  -0.22107616E-04  -0.22951087E-03
 157.34840  -0.12283023E-04  -0.20696200E-04   0.10241215E-02
 157.39680  -0.14958934E-04  -0.18734205E-04   0.22378676E-02
 157.44520  -0.17295585E-04  -0.16292452E-04   0.33654503E-02
 157.49360  -0.19206054E-04  -0.13457642E-04   0.43639240E-02
 157.54200  -0.20617358E-04  -0.10329127E-04   0.51953196E-02
 157.59040  -0.21473233E-04  -0.70152307E-05   0.58280916E-02
 157.63880  -0.21736297E-04  -0.36292653E-05   0.62383145E-02
 157.68720  -0.21389495E-04  -0.28537723E-06   0.64105811E-02
 157.73560  -0.20436785E-04   0.29056240E-05   0.63385719E-02
 157.78400  -0.18782959E-04   0.57743723E-05   0.59780761E-02
 157.83240  -0.16719323E-04   0.83555879E-05   0.54376436E-02
 157.88080  -0.14186696E-04   0.10513002E-04   0.46906248E-02
 157.92920  -0.11264250E-04   0.12185788E-04   0.37655933E-02
 157.97760  -0.80442864E-05   0.13332348E-04   0.26978218E-02
 158.02600  -0.46289234E-05   0.13931714E-04   0.15279383E-02
 158.07440  -0.11264414E-05   0.13984174E-04   0.30038716E-03
 158.12280   0.23525733E-05   0.13511064E-04  -0.93824729E-03
 158.17120   0.56991564E-05   0.12553762E-04  -0.21409961E-02
 158.21960   0.88098243E-05   0.11171905E-04  -0.32622749E-02
 158.26800   0.11510884E-04   0.93834346E-05  -0.42272094E-02
 158.31640   0.13874862E-04   0.73969548E-05  -0.50613202E-02
 158.36480   0.15762921E-04   0.52484317E-05  -0.57032525E-02
 158.41320   0.17125863E-04   0.30399954E-05  -0.61286365E-02
 158.46160   0.17933619E-04   0.87476160E-06  -0.63213174E-02
 158.51000   0.18176205E-04  -0.11472825E-05  -0.62739793E-02
 158.55840   0.17863935E-04  -0.29332483E-05  -0.59884320E-02
 158.60680   0.17026861E-04  -0.44010230E-05  -0.54755493E-02
 158.65520   0.15713479E-04  -0.54825158E-05  -0.47548600E-02
 158.70360   0.13988721E-04  -0.61263512E-05  -0.38538044E-02
 158.75200   0.11873460E-04  -0.62092103E-05  -0.27841573E-02
 158.80040   0.95788993E-05  -0.59023295E-05  -0.16338828E-02
 158.84880   0.71391721E-05  -0.51244853E-05  -0.42205312E-03
 158.89720   0.46539785E-05  -0.39037359E-05   0.80521999E-03
 158.94560   0.22224018E-05  -0.22872438E-05   0.20012928E-02
 158.99400  -0.60924136E-07  -0.33949810E-06   0.31207712E-02
 159.04240  -0.21094397E-05   0.18601381E-05   0.41212370E-02
 159.09080  -0.38479377E-05   0.42204660E-05   0.49648551E-02
 159.13920  -0.52153750E-05   0.66419607E-05   0.56197996E-02
 159.18760  -0.61671138E-05   0.90206278E-05   0.60614487E-02
 159.23600  -0.65943519E-05   0.11196419E-04   0.62247575E-02
 159.28440  -0.66551543E-05   0.13175754E-04   0.61998389E-02
 159.33280  -0.62806282E-05   0.14815671E-04   0.59403587E-02
 159.38120  -0.55001875E-05   0.16034468E-04   0.54563777E-02
 159.42960  -0.43602450E-05   0.16765080E-04   0.47664392E-02
 159.47800  -0.29222967E-05   0.16957839E-04   0.38968651E-02
 159.52640  -0.12604299E-05   0.16582579E-04   0.28807597E-02
 159.57480   0.54165420E-06   0.15629996E-04   0.17567591E-02
 159.62320   0.23939941E-05   0.14112211E-04   0.56757098E-03
 159.67160   0.42039782E-05   0.12062512E-04  -0.64164439E-03
 159.72000   0.58326104E-05   0.94510721E-05  -0.18113812E-02
 159.76840   0.72851410E-05   0.65240858E-05  -0.29215513E-02
 159.81680   0.84402733E-05   0.32806721E-05  -0.39193090E-02
 159.86520   0.92310531E-05  -0.17944801E-06  -0.47668057E-02
 159.91360   0.96047890E-05  -0.37476776E-05  -0.54319502E-02
 159.96200   0.95252964E-05  -0.73104681E-05  -0.58896370E-02
 160.01040   0.89744997E-05  -0.10753423E-04  -0.61227047E-02
 160.05880   0.79533300E-05  -0.13965425E-04  -0.61225856E-02
 160.10720   0.64818805E-05  -0.16842643E-04  -0.58896224E-02
 160.15560   0.45988120E-05  -0.19292265E-04  -0.54330409E-02
 160.20400   0.23068240E-05  -0.21112392E-04  -0.47330527E-02
 160.25240  -0.20950834E-06  -0.22486982E-04  -0.38928133E-02
 160.30080  -0.29242130E-05  -0.23256186E-04  -0.29059618E-02
 160.34920  -0.57441642E-05  -0.23398586E-04  -0.18103146E-02
 160.39760  -0.85702468E-05  -0.22914134E-04  -0.64774140E-03
 160.44600  -0.11301039E-04  -0.21824111E-04   0.53743455E-03
 160.49440  -0.13836583E-04  -0.20170301E-04   0.17001192E-02
 160.54280  -0.16082111E-04  -0.18013411E-04   0.27961528E-02
 160.59120  -0.17951576E-04  -0.15430787E-04   0.37839735E-02
 160.63960  -0.19370877E-04  -0.12513517E-04   0.46261807E-02
 160.68800  -0.20156749E-04  -0.93275256E-05   0.52499044E-02
 160.73640  -0.20515208E-04  -0.60596074E-05   0.57116741E-02
 160.78480  -0.20301944E-04  -0.27775429E-05   0.59550466E-02
 160.83320  -0.19512650E-04   0.40990485E-06   0.59709022E-02
 160.88160  -0.18162778E-04   0.33996114E-05   0.57587547E-02
 160.93000  -0.16287110E-04   0.60978759E-05   0.53267767E-02
 160.97840  -0.13938622E-04   0.84238167E-05   0.46914959E-02
 161.02680  -0.11186673E-04   0.10312249E-04   0.38771763E-02
 161.07520  -0.81145994E-05   0.11715940E-04   0.29149019E-02
 161.12360  -0.48167824E-05   0.12607160E-04   0.18413981E-02
 161.17200  -0.13855608E-05   0.12874853E-04   0.69127830E-03
 161.22040   0.20453584E-05   0.12741148E-04  -0.47624466E-03
 161.26880   0.53872891E-05   0.12136614E-04  -0.16255205E-02
 161.31720   0.85374806E-05   0.11111329E-04  -0.27126473E-02
 161.36560   0.11400431E-04   0.97310276E-05  -0.36961210E-02
 161.41400   0.13891296E-04   0.80743596E-05  -0.45384249E-02
 161.46240   0.15938885E-04   0.62296589E-05  -0.52074617E-02
 161.51080   0.17488132E-04   0.42913637E-05  -0.56777724E-02
 161.55920   0.18501945E-04   0.23562107E-05  -0.59314988E-02
 161.60760   0.18962373E-04   0.51934584E-06  -0.59590509E-02
 161.65600   0.18753950E-04  -0.10837666E-05  -0.57143283E-02
 161.70440   0.18134750E-04  -0.24616170E-05  -0.52969317E-02
 161.75280   0.17027597E-04  -0.35045445E-05  -0.46776892E-02
 161.80120   0.15487968E-04  -0.41590845E-05  -0.38801802E-02
 161.84960   0.13585505E-04  -0.43889425E-05  -0.29347183E-02
 161.89800   0.11401241E-04  -0.41765219E-05  -0.18771997E-02
 161.94640   0.90244370E-05  -0.35237107E-05  -0.74774394E-03
 161.99480   0.65491407E-05  -0.24518935E-05   0.41081991E-03
 162.04320   0.40705921E-05  -0.10011896E-05   0.15545693E-02
 162.09160   0.16816118E-05   0.77106287E-06   0.26401468E-02
 162.14000  -0.49168812E-06   0.28187518E-05   0.35991253E-02
 162.18840  -0.24463357E-05   0.49989199E-05   0.44470661E-02
 162.23680  -0.40832201E-05   0.72487009E-05   0.51270842E-02
 162.28520  -0.53509822E-05   0.94696495E-05   0.56133315E-02
 162.33360  -0.62144724E-05   0.11562078E-04   0.58873160E-02
 162.38200  -0.66559789E-05   0.13429001E-04   0.59386149E-02
 162.43040  -0.66757696E-05   0.14979976E-04   0.57652776E-02
 162.47880  -0.62919254E-05   0.16134712E-04   0.53739047E-02
 162.52720  -0.55394709E-05   0.16826295E-04   0.47793967E-02
 162.57560  -0.44688306E-05   0.17003917E-04   0.40043817E-02
 162.62400  -0.31090821E-05   0.16518602E-04   0.30538683E-02
 162.67240  -0.16078683E-05   0.15594065E-04   0.20148395E-02
 162.72080  -0.94671087E-08   0.14121655E-04   0.90043111E-03
 162.76920   0.16005180E-05   0.12128987E-04  -0.24703046E-03
 162.81760   0.31360026E-05   0.96630950E-05  -0.13840342E-02
 162.86600   0.45139574E-05   0.67889262E-05  -0.24675447E-02
 162.91440   0.56578115E-05   0.35871645E-05  -0.34566353E-02
 162.96280   0.65005932E-05   0.15146161E-06  -0.43140336E-02
 163.01120   0.69876890E-05  -0.34148290E-05  -0.50075216E-02
 163.05960   0.70791181E-05  -0.70022996E-05  -0.55111404E-02
 163.10800   0.66712585E-05  -0.10454112E-04  -0.57613662E-02
 163.15640   0.59210253E-05  -0.13743789E-04  -0.58374427E-02
 163.20480   0.47602077E-05  -0.16730600E-04  -0.56931938E-02
 163.25320   0.32176472E-05  -0.19320108E-04  -0.53343694E-02
 163.30160   0.13386067E-05  -0.21430780E-04  -0.47748077E-02
 163.35000  -0.81679789E-06  -0.22996929E-04  -0.40359099E-02
 163.39840  -0.31757390E-05  -0.23971078E-04  -0.31458322E-02
 163.44680  -0.56553160E-05  -0.24325627E-04  -0.21384262E-02
 163.49520  -0.81655965E-05  -0.24053789E-04  -0.10519618E-02
 163.54360  -0.10612957E-04  -0.23169745E-04   0.72318118E-04
 163.59200  -0.12842687E-04  -0.21589784E-04   0.11829252E-02
 163.64040  -0.14881914E-04  -0.19609910E-04   0.22526910E-02
 163.68880  -0.16591949E-04  -0.17179718E-04   0.32348969E-02
 163.73720  -0.17899271E-04  -0.14383533E-04   0.40922956E-02
 163.78560  -0.18743292E-04  -0.11316602E-04   0.47924215E-02
 163.83400  -0.19078797E-04  -0.80815614E-05   0.53088315E-02
 163.88240  -0.18877805E-04  -0.47846759E-05   0.56221135E-02
 163.93080  -0.18130807E-04  -0.15319767E-05   0.57206231E-02
 163.97920  -0.16847305E-04   0.15745555E-05   0.56009203E-02
 164.02760  -0.15055646E-04   0.44406278E-05   0.52678887E-02
 164.07600  -0.12714572E-04   0.69084570E-05   0.46972816E-02
 164.12440  -0.10069414E-04   0.90539465E-05   0.39864642E-02
 164.17280  -0.71050236E-05   0.10756279E-04   0.31247034E-02
 164.22120  -0.39096678E-05   0.11980121E-04   0.21450555E-02
 164.26960  -0.57990172E-06   0.12709050E-04   0.10849958E-02
 164.31800   0.27828548E-05   0.12945906E-04  -0.15011186E-04
 164.36640   0.60759116E-05   0.12712398E-04  -0.11130487E-02
 164.41480   0.91989373E-05   0.12047995E-04  -0.21673339E-02
 164.46320   0.12057493E-04   0.11008128E-04  -0.31377949E-02
 164.51160   0.14566342E-04   0.96617807E-05  -0.39875827E-02
 164.56000   0.16546986E-04   0.80528285E-05  -0.46482148E-02
 164.60840   0.18149565E-04   0.63439676E-05  -0.51651026E-02
 164.65680   0.19232636E-04   0.45864277E-05  -0.54844115E-02
 164.70520   0.19772314E-04   0.28705375E-05  -0.55940381E-02
 164.75360   0.19763352E-04   0.12828086E-05  -0.54898492E-02
 164.80200   0.19219191E-04  -0.97591138E-07  -0.51758460E-02
 164.85040   0.18171340E-04  -0.12020442E-05  -0.46640182E-02
 164.89880   0.16668082E-04  -0.19752465E-05  -0.39738947E-02
 164.94720   0.14772577E-04  -0.23774223E-05  -0.31318038E-02
 164.99560   0.12560408E-04  -0.23859085E-05  -0.21698705E-02
 165.04400   0.10074381E-04  -0.19272801E-05  -0.11151148E-02
 165.09240   0.74969959E-05  -0.11558142E-05  -0.29450945E-04
 165.14080   0.48744331E-05  -0.33999631E-07   0.10576825E-02
 165.18920   0.23000473E-05   0.13908631E-05   0.21048072E-02
 165.23760  -0.13707484E-06   0.30570915E-05   0.30720105E-02
 165.28600  -0.23554267E-05   0.48910427E-05   0.39224726E-02
 165.33440  -0.42840720E-05   0.68100048E-05   0.46238692E-02
 165.38280  -0.58651967E-05   0.87254507E-05   0.51495956E-02
 165.43120  -0.70561306E-05   0.10546533E-04   0.54797684E-02
 165.47960  -0.78307605E-05   0.12183696E-04   0.56019657E-02
 165.52800  -0.80984366E-05   0.13477366E-04   0.54687167E-02
 165.57640  -0.80330206E-05   0.14499499E-04   0.51708659E-02
 165.62480  -0.75796778E-05   0.15114178E-04   0.46771201E-02
 165.67320  -0.67791064E-05   0.15270616E-04   0.40062955E-02
 165.72160  -0.56856257E-05   0.14934357E-04   0.31838790E-02
 165.77000  -0.43648694E-05   0.14088889E-04   0.22410599E-02
 165.81840  -0.28910615E-05   0.12736577E-04   0.12135508E-02
 165.86680  -0.13439773E-05   0.10898873E-04   0.14024211E-03
 165.91520   0.19429580E-06   0.86157998E-05  -0.93826214E-03
 165.96360   0.16426817E-05   0.59446994E-05  -0.19811744E-02
 166.01200   0.28845907E-05   0.29128096E-05  -0.29269033E-02
 166.06040   0.39283873E-05  -0.29492562E-06  -0.37814954E-02
 166.10880   0.46788821E-05  -0.36348579E-05  -0.44929384E-02
 166.15720   0.50895105E-05  -0.70052415E-05  -0.50343024E-02
 166.20560   0.51282492E-05  -0.10301631E-04  -0.53851124E-02
 166.25400   0.47790150E-05  -0.13420646E-04  -0.55321334E-02
 166.30240   0.40424405E-05  -0.16263695E-04  -0.54698797E-02
 166.35080   0.29359939E-05  -0.18740522E-04  -0.52008263E-02
 166.39920   0.14934317E-05  -0.20772444E-04  -0.47353154E-02
 166.44760  -0.23640053E-06  -0.22295161E-04  -0.40911580E-02
 166.49600  -0.22127537E-05  -0.23131890E-04  -0.32669407E-02
 166.54440  -0.43143136E-05  -0.23512450E-04  -0.23476782E-02
 166.59280  -0.64853545E-05  -0.23300954E-04  -0.13408163E-02
 166.64120  -0.86398219E-05  -0.22506892E-04  -0.28468108E-03
 166.68960  -0.10690050E-04  -0.21158892E-04   0.78059051E-03
 166.73800  -0.12550165E-04  -0.19303645E-04   0.18145807E-02
 166.78640  -0.14139436E-04  -0.17004195E-04   0.27781247E-02
 166.83480  -0.15385438E-04  -0.14337634E-04   0.36347911E-02
 166.88320  -0.16226908E-04  -0.11392283E-04   0.43522531E-02
 166.93160  -0.16616201E-04  -0.82644748E-05   0.49035029E-02
 166.98000  -0.16415270E-04  -0.50490052E-05   0.52270530E-02
 167.02840  -0.15823675E-04  -0.18669150E-05   0.53911716E-02
 167.07680  -0.14738790E-04   0.11966282E-05   0.53503257E-02
 167.12520  -0.13180695E-04   0.40492229E-05   0.51062580E-02
 167.17360  -0.11186543E-04   0.66081486E-05   0.46683995E-02
 167.22200  -0.88093789E-05   0.88032786E-05   0.40535154E-02
 167.27040  -0.61163663E-05   0.10579488E-04   0.32850744E-02
 167.31880  -0.31864891E-05   0.11898465E-04   0.23923652E-02
 167.36720  -0.10780351E-06   0.12739864E-04   0.14093905E-02
 167.41560   0.30256620E-05   0.13101760E-04   0.37357912E-03
 167.46400   0.60833771E-05   0.12909797E-04  -0.67100134E-03
 167.51240   0.90308816E-05   0.12381287E-04  -0.16913485E-02
 167.56080   0.11750003E-04   0.11475036E-04  -0.26464458E-02
 167.60920   0.14156690E-04   0.10253230E-04  -0.34999102E-02
 167.65760   0.16177435E-04   0.87886835E-05  -0.42192585E-02
 167.70600   0.17751908E-04   0.71618105E-05  -0.47771516E-02
 167.75440   0.18835095E-04   0.54573415E-05  -0.51524377E-02
 167.80280   0.19398865E-04   0.37609061E-05  -0.53309549E-02
 167.85120   0.19432903E-04   0.21556098E-05  -0.53060627E-02
 167.89960   0.18944968E-04   0.71873044E-06  -0.50788816E-02
 167.94800   0.17855906E-04  -0.43229636E-06  -0.46215799E-02
 167.99640   0.16421750E-04  -0.13375713E-05  -0.40255985E-02
 168.04480   0.14593172E-04  -0.19088012E-05  -0.32765229E-02
 168.09320   0.12439580E-04  -0.21184030E-05  -0.24029535E-02
 168.14160   0.10040307E-04  -0.19553151E-05  -0.14381609E-02
 168.19000   0.74816147E-05  -0.14254553E-05  -0.41881811E-03
 168.23840   0.48534783E-05  -0.55150500E-06   0.61638984E-03
 168.28680   0.22462607E-05   0.62797197E-06   0.16282258E-02
 168.33520  -0.25259396E-06   0.20600463E-05   0.25783775E-02
 168.38360  -0.25617319E-05   0.36795252E-05   0.34308990E-02
 168.43200  -0.45463445E-05   0.54114206E-05   0.41218152E-02
 168.48040  -0.62678108E-05   0.71699831E-05   0.46864603E-02
 168.52880  -0.76219893E-05   0.88742357E-05   0.50737571E-02
 168.57720  -0.85769232E-05   0.10439486E-04   0.52690525E-02
 168.62560  -0.91168575E-05   0.11784590E-04   0.52649621E-02
 168.67400  -0.92426529E-05   0.12835270E-04   0.50616560E-02
 168.72240  -0.89715633E-05   0.13527169E-04   0.46668585E-02
 168.77080  -0.83363825E-05   0.13808534E-04   0.40955606E-02
 168.81920  -0.73839924E-05   0.13642405E-04   0.33694551E-02
 168.86760  -0.61733632E-05   0.13008249E-04   0.25161126E-02
 168.91600  -0.47413378E-05   0.11809503E-04   0.15551388E-02
 168.96440  -0.32310668E-05   0.10252582E-04   0.55067009E-03
 169.01280  -0.16864052E-05   0.82747293E-05  -0.47400807E-03
 169.06120  -0.18669208E-06   0.59242052E-05  -0.14800030E-02
 169.10960   0.11915861E-05   0.32639483E-05  -0.24291787E-02
 169.15800   0.23779182E-05   0.36942532E-06  -0.32856110E-02
 169.20640   0.33106417E-05  -0.26739926E-05  -0.40169524E-02
 169.25480   0.39394553E-05  -0.57740292E-05  -0.45956551E-02
 169.30320   0.42274737E-05  -0.88347734E-05  -0.50000075E-02
 169.35160   0.41527463E-05  -0.11760106E-04  -0.52149448E-02
 169.40000   0.36442818E-05  -0.14386539E-04  -0.51920174E-02
 169.44840   0.28450016E-05  -0.16764320E-04  -0.50130606E-02
 169.49680   0.17157776E-05  -0.18753036E-04  -0.46450188E-02
 169.54520   0.29713321E-06  -0.20288564E-04  -0.41020862E-02
 169.59360  -0.13571907E-05  -0.21321566E-04  -0.34050467E-02
 169.64200  -0.31822650E-05  -0.21819295E-04  -0.25804845E-02
 169.69040  -0.51044408E-05  -0.21766788E-04  -0.16597784E-02
 169.73880  -0.70441687E-05  -0.21167409E-04  -0.67791827E-03
 169.78720  -0.89190632E-05  -0.20042696E-04   0.32781545E-03
 169.83560  -0.10647105E-04  -0.18431536E-04   0.13192604E-02
 169.88400  -0.12088343E-04  -0.16303938E-04   0.22416147E-02
 169.93240  -0.13291698E-04  -0.13904502E-04   0.30919288E-02
 169.98080  -0.14137719E-04  -0.11224257E-04   0.38231210E-02
 170.02920  -0.14576263E-04  -0.83511254E-05   0.44074739E-02
 170.07760  -0.14571325E-04  -0.53779819E-05   0.48228779E-02
 170.12600  -0.14102621E-04  -0.23992592E-05   0.50536789E-02
 170.17440  -0.13166583E-04   0.49246222E-06   0.50912789E-02
 170.22280  -0.11776717E-04   0.32097578E-05   0.49344637E-02
 170.27120  -0.99633229E-05   0.56734373E-05   0.45894461E-02
 170.31960  -0.77725621E-05   0.78152868E-05   0.40696213E-02
 170.36800  -0.52196890E-05   0.94970908E-05   0.33680979E-02
 170.41640  -0.24748060E-05   0.10843952E-04   0.25670054E-02
 170.46480   0.43003416E-06   0.11753770E-04   0.16688715E-02
 170.51320   0.34058454E-05   0.12219641E-04   0.70810630E-03
 170.56160   0.63601471E-05   0.12251394E-04  -0.27855656E-03
 170.61000   0.92002695E-05   0.11874958E-04  -0.12534637E-02
 170.65840   0.11836664E-04   0.11131120E-04  -0.21794737E-02
 170.70680   0.14186093E-04   0.10073738E-04  -0.30213624E-02
 170.75520   0.16174590E-04   0.87674570E-05  -0.37471510E-02
 170.80360   0.17740077E-04   0.72850328E-05  -0.43293082E-02
 170.85200   0.18724734E-04   0.56914798E-05  -0.47089082E-02
 170.90040   0.19316004E-04   0.40961940E-05  -0.49439549E-02
 170.94880   0.19392012E-04   0.25609164E-05  -0.49900532E-02
 170.99720   0.18954471E-04   0.11596811E-05  -0.48454718E-02
 171.04560   0.18022180E-04  -0.40915529E-07  -0.45157039E-02
 171.09400   0.16630282E-04  -0.98439188E-06  -0.40132622E-02
 171.14240   0.14828951E-04  -0.16266425E-05  -0.33572112E-02
 171.19080   0.12681518E-04  -0.19376931E-05  -0.25724505E-02
 171.23920   0.10262142E-04  -0.19028836E-05  -0.16887776E-02
 171.28760   0.76530755E-05  -0.15234310E-05  -0.73976008E-03
 171.33600   0.49363363E-05  -0.76347057E-06   0.23760435E-03
 171.38440   0.22177776E-05   0.23549142E-06   0.12057164E-02
 171.43280  -0.42635716E-06   0.14815413E-05   0.21290699E-02
 171.48120  -0.29128010E-05   0.29171037E-05   0.29724943E-02
 171.52960  -0.51658292E-05   0.44751192E-05   0.37038665E-02
 171.57800  -0.71199569E-05   0.60817311E-05   0.42953394E-02
 171.62640  -0.87222244E-05   0.76592388E-05   0.47244036E-02
 171.67480  -0.99339849E-05   0.91292086E-05   0.49747417E-02
 171.72320  -0.10732129E-04   0.10415622E-04   0.50368438E-02
 171.77160  -0.11109704E-04   0.11447947E-04   0.49083600E-02
 171.82000  -0.10991195E-04   0.12087731E-04   0.45582778E-02
 171.86840  -0.10573290E-04   0.12436283E-04   0.40720199E-02
 171.91680  -0.98106371E-05   0.12381884E-04   0.34317795E-02
 171.96520  -0.87545477E-05   0.11901095E-04   0.26618100E-02
 172.01360  -0.74665480E-05   0.10986326E-04   0.17912405E-02
 172.06200  -0.60158023E-05   0.96463862E-05   0.85297030E-03
 172.11040  -0.44762697E-05   0.79064191E-05  -0.11757417E-03
 172.15880  -0.29236994E-05   0.58072112E-05  -0.10837740E-02
 172.20720  -0.14325794E-05   0.34038929E-05  -0.20091952E-02
 172.25560  -0.73149940E-07   0.76407954E-06  -0.28589599E-02
 172.30400   0.10466957E-05  -0.20464268E-05  -0.35737498E-02
