# TDLDA
# time in fs  dipole-momenta: x   y   z
 154.44440  -0.19766215E-07   0.15439650E-08  -0.32421000E-01
 154.49280  -0.25098084E-07   0.19187875E-08   0.79772266E-02
 154.54120  -0.29366852E-07   0.22165232E-08   0.48048288E-01
 154.58960  -0.32389692E-07   0.24249239E-08   0.86098098E-01
 154.63800  -0.34036450E-07   0.25354272E-08   0.12051587E+00
 154.68640  -0.34235340E-07   0.25434899E-08   0.14984232E+00
 154.73480  -0.32976222E-07   0.24487734E-08   0.17283223E+00
 154.78320  -0.30311240E-07   0.22551722E-08   0.18850828E+00
 154.83160  -0.26352743E-07   0.19706733E-08   0.19620362E+00
 154.88000  -0.21268491E-07   0.16070554E-08   0.19559088E+00
 154.92840  -0.15274368E-07   0.11794231E-08   0.18669609E+00
 154.97680  -0.86249392E-08   0.70560565E-09   0.16989694E+00
 155.02520  -0.16023378E-08   0.20543209E-09   0.14590578E+00
 155.07360   0.54959471E-08  -0.30008096E-09   0.11573838E+00
 155.12200   0.12369789E-07  -0.78959278E-09   0.80670292E-01
 155.17040   0.18729069E-07  -0.12423284E-08   0.42182876E-01
 155.21880   0.24305752E-07  -0.16389562E-08   0.19013235E-02
 155.26720   0.28864920E-07  -0.19624022E-08  -0.38472959E-01
 155.31560   0.32214429E-07  -0.21986044E-08  -0.77233175E-01
 155.36400   0.34212822E-07  -0.23371386E-08  -0.11273860E+00
 155.41240   0.34775242E-07  -0.23717116E-08  -0.14348395E+00
 155.46080   0.33877072E-07  -0.23004777E-08  -0.16816373E+00
 155.50920   0.31555113E-07  -0.21261685E-08  -0.18572863E+00
 155.55760   0.27906175E-07  -0.18560097E-08  -0.19543117E+00
 155.60600   0.23083084E-07  -0.15014328E-08  -0.19685822E+00
 155.65440   0.17288233E-07  -0.10775777E-08  -0.18994875E+00
 155.70280   0.10764981E-07  -0.60263388E-09  -0.17499591E+00
 155.75120   0.37872928E-08  -0.97023930E-10  -0.15263368E+00
 155.79960  -0.33518548E-08   0.41749517E-09  -0.12380897E+00
 155.84800  -0.10352763E-07   0.91879070E-09  -0.89740776E-01
 155.89640  -0.16921467E-07   0.13853083E-08  -0.51868482E-01
 155.94480  -0.22781851E-07   0.17969915E-08  -0.11791510E-01
 155.99320  -0.27687006E-07   0.21361332E-08   0.28797294E-01
 156.04160  -0.31429422E-07   0.23881148E-08   0.68182114E-01
 156.09000  -0.33849677E-07   0.25420277E-08   0.10469594E+00
 156.13840  -0.34843293E-07   0.25911367E-08   0.13679091E+00
 156.18680  -0.34365437E-07   0.25331810E-08   0.16310435E+00
 156.23520  -0.32433219E-07   0.23704852E-08   0.18251754E+00
 156.28360  -0.29125368E-07   0.21098771E-08   0.19420429E+00
 156.33200  -0.24579229E-07   0.17623987E-08   0.19766694E+00
 156.38040  -0.18985127E-07   0.13428409E-08   0.19275779E+00
 156.42880  -0.12578348E-07   0.86909262E-09   0.17968509E+00
 156.47720  -0.56291069E-08   0.36136315E-09   0.15900332E+00
 156.52560   0.15689952E-08  -0.15870582E-09   0.13158872E+00
 156.57400   0.87114677E-08  -0.66897675E-09   0.98601318E-01
 156.62240   0.15495810E-07  -0.11477745E-08   0.61435607E-01
 156.67080   0.21634235E-07  -0.15747974E-08   0.21661897E-01
 156.71920   0.26865758E-07  -0.19319777E-08  -0.19039191E-01
 156.76760   0.30967190E-07  -0.22042308E-08  -0.58946732E-01
 156.81600   0.33762666E-07  -0.23800763E-08  -0.96371470E-01
 156.86440   0.35131309E-07  -0.24521083E-08  -0.12972702E+00
 156.91280   0.35012693E-07  -0.24172958E-08  -0.15759744E+00
 156.96120   0.33409793E-07  -0.22770952E-08  -0.17879818E+00
 157.00960   0.30389208E-07  -0.20373795E-08  -0.19242741E+00
 157.05800   0.26078531E-07  -0.17081670E-08  -0.19790531E+00
 157.10640   0.20660949E-07  -0.13031936E-08  -0.19499906E+00
 157.15480   0.14367277E-07  -0.83930830E-09  -0.18383254E+00
 157.20320   0.74658492E-08  -0.33576809E-09  -0.16488026E+00
 157.25160   0.25077489E-09   0.18656608E-09  -0.13894624E+00
 157.30000  -0.69708281E-08   0.70608100E-09  -0.10712901E+00
 157.34840  -0.13892014E-07   0.12012763E-08  -0.70774708E-01
 157.39680  -0.20219020E-07   0.16516161E-08  -0.31420300E-01
 157.44520  -0.25683595E-07   0.20383408E-08   0.92706376E-02
 157.49360  -0.30054188E-07   0.23452195E-08   0.49577278E-01
 157.54200  -0.33145611E-07   0.25592120E-08   0.87793465E-01
 157.59040  -0.34826815E-07   0.26710354E-08   0.12229953E+00
 157.63880  -0.35026467E-07   0.26755909E-08   0.15163111E+00
 157.68720  -0.33736056E-07   0.25722417E-08   0.17454203E+00
 157.73560  -0.31010330E-07   0.23649053E-08   0.19005822E+00
 157.78400  -0.26964993E-07   0.20619463E-08   0.19752001E+00
 157.83240  -0.21771699E-07   0.16758758E-08   0.19661065E+00
 157.88080  -0.15650594E-07   0.12228381E-08   0.18736966E+00
 157.92920  -0.88607610E-08   0.72192857E-09   0.17019040E+00
 157.97760  -0.16890676E-08   0.19436542E-09   0.14580241E+00
 158.02600   0.55620294E-08  -0.33744017E-09   0.11523955E+00
 158.07440   0.12587158E-07  -0.85087202E-09   0.79795635E-01
 158.12280   0.19090661E-07  -0.13240909E-08   0.40969766E-01
 158.17120   0.24798702E-07  -0.17369961E-08   0.40358460E-03
 158.21960   0.29470461E-07  -0.20720820E-08  -0.40187195E-01
 158.26800   0.32908036E-07  -0.23151947E-08  -0.79084436E-01
 158.31640   0.34964718E-07  -0.24561355E-08  -0.11463976E+00
 158.36480   0.35551318E-07  -0.24890885E-08  -0.14534441E+00
 158.41320   0.34640214E-07  -0.24128611E-08  -0.16989389E+00
 158.46160   0.32266892E-07  -0.22309174E-08  -0.18724425E+00
 158.51000   0.28528779E-07  -0.19512068E-08  -0.19665737E+00
 158.55840   0.23581369E-07  -0.15857953E-08  -0.19773294E+00
 158.60680   0.17631742E-07  -0.11503224E-08  -0.19042552E+00
 158.65520   0.10929797E-07  -0.66330906E-09  -0.17504586E+00
 158.70360   0.37576050E-08  -0.14535836E-09  -0.15224688E+00
 158.75200  -0.35825696E-08   0.38171476E-09  -0.12299501E+00
 158.80040  -0.10781027E-07   0.89577913E-09  -0.88528669E-01
 158.84880  -0.17533614E-07   0.13752924E-08  -0.50305844E-01
 158.89720  -0.23554407E-07   0.18001516E-08  -0.99429056E-02
 158.94560  -0.28587655E-07   0.21525107E-08   0.30852813E-01
 158.99400  -0.32418525E-07   0.24174969E-08   0.70354306E-01
 159.04240  -0.34882287E-07   0.25838305E-08   0.10688737E+00
 159.09080  -0.35871533E-07   0.26443239E-08   0.13890147E+00
 159.13920  -0.35341088E-07   0.25962105E-08   0.16503598E+00
 159.18760  -0.33310311E-07   0.24413141E-08   0.18417885E+00
 159.23600  -0.29862595E-07   0.21860084E-08   0.19551488E+00
 159.28440  -0.25142003E-07   0.18409837E-08   0.19856102E+00
 159.33280  -0.19347160E-07   0.14208102E-08   0.19318715E+00
 159.38120  -0.12722695E-07   0.94331587E-09   0.17962120E+00
 159.42960  -0.55486515E-08   0.42882261E-09   0.15843876E+00
 159.47800   0.18715639E-08  -0.10073445E-09   0.13053770E+00
 159.52640   0.92241270E-08  -0.62275936E-09   0.97099508E-01
 159.57480   0.16198052E-07  -0.11149565E-08   0.59539075E-01
 159.62320   0.22498223E-07  -0.15562812E-08   0.19445242E-01
 159.67160   0.27857716E-07  -0.19278304E-08  -0.21485639E-01
 159.72000   0.32048978E-07  -0.22136345E-08  -0.61520584E-01
 159.76840   0.34893468E-07  -0.24013435E-08  -0.98962688E-01
 159.81680   0.36269347E-07  -0.24827502E-08  -0.13222288E+00
 159.86520   0.36116890E-07  -0.24541591E-08  -0.15988772E+00
 159.91360   0.34441285E-07  -0.23165594E-08  -0.18078028E+00
 159.96200   0.31312622E-07  -0.20755968E-08  -0.19401112E+00
 160.01040   0.26862992E-07  -0.17413507E-08  -0.19901686E+00
 160.05880   0.21280792E-07  -0.13279063E-08  -0.19558447E+00
 160.10720   0.14802512E-07  -0.85274901E-09  -0.18385998E+00
 160.15560   0.77024364E-08  -0.33602394E-09  -0.16434159E+00
 160.20400   0.28078701E-09   0.20032924E-09  -0.13785758E+00
 160.25240  -0.71490879E-08   0.73350874E-09  -0.10553040E+00
 160.30080  -0.14273908E-07   0.12408162E-08  -0.68728781E-01
 160.34920  -0.20793494E-07   0.17006088E-08  -0.29010046E-01
 160.39760  -0.26433167E-07   0.20932206E-08   0.11945162E-01
 160.44600  -0.30955087E-07   0.24017954E-08   0.52403131E-01
 160.49440  -0.34168145E-07   0.26130159E-08   0.90649779E-01
 160.54280  -0.35936033E-07   0.27176945E-08   0.12506300E+00
 160.59120  -0.36183143E-07   0.27111886E-08   0.15418170E+00
 160.63960  -0.34897993E-07   0.25936183E-08   0.17676855E+00
 160.68800  -0.32133932E-07   0.23698773E-08   0.19186343E+00
 160.73640  -0.28007028E-07   0.20494165E-08   0.19882501E+00
 160.78480  -0.22691178E-07   0.16458210E-08   0.19735837E+00
 160.83320  -0.16410663E-07   0.11762014E-08   0.18752727E+00
 160.88160  -0.94305194E-08   0.66042108E-09   0.16975079E+00
 160.93000  -0.20452076E-08   0.12022390E-09   0.14478452E+00
 160.97840   0.54338509E-08  -0.42170443E-09   0.11368770E+00
 161.02680   0.12691326E-07  -0.94269414E-09   0.77777793E-01
 161.07520   0.19421079E-07  -0.14210227E-08   0.38574827E-01
 161.12360   0.25338826E-07  -0.18367927E-08  -0.22624128E-02
 161.17200   0.30193936E-07  -0.21727252E-08  -0.43005715E-01
 161.22040   0.33779938E-07  -0.24148413E-08  -0.81929807E-01
 161.26880   0.35943338E-07  -0.25530266E-08  -0.11738499E+00
 161.31720   0.36590362E-07  -0.25814409E-08  -0.14786713E+00
 161.36560   0.35691265E-07  -0.24987669E-08  -0.17208202E+00
 161.41400   0.33281925E-07  -0.23082816E-08  -0.18900115E+00
 161.46240   0.29462567E-07  -0.20177407E-08  -0.19790616E+00
 161.51080   0.24393605E-07  -0.16390729E-08  -0.19841980E+00
 161.55920   0.18288787E-07  -0.11879080E-08  -0.19052191E+00
 161.60760   0.11405989E-07  -0.68293150E-09  -0.17454967E+00
 161.65600   0.40361231E-08  -0.14512657E-09  -0.15118249E+00
 161.70440  -0.35092656E-08   0.40309183E-09  -0.12141225E+00
 161.75280  -0.10911155E-07   0.93879917E-09  -0.86500782E-01
 161.80120  -0.17856389E-07   0.14395119E-08  -0.47926397E-01
 161.84960  -0.24050707E-07   0.18841182E-08  -0.73217761E-02
 161.89800  -0.29230993E-07   0.22537775E-08   0.33594311E-01
 161.94640  -0.33176322E-07   0.25327321E-08   0.73088939E-01
 161.99480  -0.35717384E-07   0.27089966E-08   0.10948789E+00
 162.04320  -0.36743888E-07   0.27749130E-08   0.14124658E+00
 162.09160  -0.36209567E-07   0.27275134E-08   0.16701602E+00
 162.14000  -0.34134487E-07   0.25686783E-08   0.18570088E+00
 162.18840  -0.30604467E-07   0.23050708E-08   0.19650687E+00
 162.23680  -0.25767559E-07   0.19478586E-08   0.19897508E+00
 162.28520  -0.19827735E-07   0.15122130E-08   0.19300157E+00
 162.33360  -0.13036088E-07   0.10166406E-08   0.17884144E+00
 162.38200  -0.56799977E-08   0.48216359E-09   0.15709723E+00
 162.43040   0.19292004E-08  -0.68590916E-10   0.12869249E+00
 162.47880   0.94694406E-08  -0.61235661E-09   0.94832024E-01
 162.52720   0.16621497E-07  -0.11261972E-08   0.56950675E-01
 162.57560   0.23082352E-07  -0.15884572E-08   0.16652868E-01
 162.62400   0.28577869E-07  -0.19796418E-08  -0.24354616E-01
 162.67240   0.32874324E-07  -0.22832186E-08  -0.64334126E-01
 162.72080   0.35788343E-07  -0.24863020E-08  -0.10159019E+00
 162.76920   0.37194839E-07  -0.25802012E-08  -0.13454127E+00
 162.81760   0.37032554E-07  -0.25608064E-08  -0.16178720E+00
 162.86600   0.35306885E-07  -0.24287892E-08  -0.18216939E+00
 162.91440   0.32089805E-07  -0.21896084E-08  -0.19482092E+00
 162.96280   0.27516812E-07  -0.18532967E-08  -0.19920401E+00
 163.01120   0.21781044E-07  -0.14340583E-08  -0.19513317E+00
 163.05960   0.15124850E-07  -0.94967503E-09  -0.18278277E+00
 163.10800   0.78292779E-08  -0.42074410E-09  -0.16267892E+00
 163.15640   0.20201563E-09   0.13019605E-09  -0.13567628E+00
 163.20480  -0.74356402E-08   0.67962963E-09  -0.10292105E+00
 163.25320  -0.14762209E-07   0.12040664E-08  -0.65802010E-01
 163.30160  -0.21469332E-07   0.16810430E-08  -0.25891828E-01
 163.35000  -0.27274475E-07   0.20900937E-08   0.15118973E-01
 163.39840  -0.31932607E-07   0.24136198E-08   0.55492876E-01
 163.44680  -0.35246421E-07   0.26376717E-08   0.93518351E-01
 163.49520  -0.37074717E-07   0.27525549E-08   0.12758214E+00
 163.54360  -0.37338546E-07   0.27532749E-08   0.15623787E+00
 163.59200  -0.36024800E-07   0.26397554E-08   0.17826807E+00
 163.64040  -0.33187002E-07   0.24168535E-08   0.19273664E+00
 163.68880  -0.28943198E-07   0.20941346E-08   0.19902929E+00
 163.73720  -0.23471001E-07   0.16854406E-08   0.19687994E+00
 163.78560  -0.17000038E-07   0.12082667E-08   0.18638182E+00
 163.83400  -0.98021611E-08   0.68298454E-09   0.16798289E+00
 163.88240  -0.21799224E-08   0.13195159E-09   0.14246589E+00
 163.93080   0.55461410E-08  -0.42144899E-09   0.11091430E+00
 163.97920   0.13050867E-07  -0.95378803E-09   0.74665939E-01
 164.02760   0.20017948E-07  -0.14425655E-08   0.35256286E-01
 164.07600   0.26153028E-07  -0.18671322E-08  -0.56460874E-02
 164.12440   0.31195976E-07  -0.22095349E-08  -0.46309432E-01
 164.17280   0.34931871E-07  -0.24552628E-08  -0.85011445E-01
 164.22120   0.37200262E-07  -0.25938510E-08  -0.12011182E+00
 164.26960   0.37902283E-07  -0.26193355E-08  -0.15012181E+00
 164.31800   0.37005232E-07  -0.25305190E-08  -0.17376780E+00
 164.36640   0.34544330E-07  -0.23310324E-08  -0.19004612E+00
 164.41480   0.30621491E-07  -0.20291955E-08  -0.19826629E+00
 164.46320   0.25401117E-07  -0.16376611E-08  -0.19808077E+00
 164.51160   0.19103103E-07  -0.11728708E-08  -0.18949966E+00
 164.56000   0.11993400E-07  -0.65434631E-09  -0.17288976E+00
 164.60840   0.43726206E-08  -0.10384488E-09  -0.14895815E+00
 164.65680  -0.34367687E-08   0.45555925E-09  -0.11872137E+00
 164.70520  -0.11104082E-07   0.10004509E-08  -0.83461749E-01
 164.75360  -0.18304319E-07   0.15080388E-08  -0.44672995E-01
 164.80200  -0.24731814E-07   0.19570964E-08  -0.39972685E-02
 164.85040  -0.30113105E-07   0.23288260E-08   0.36843628E-01
 164.89880  -0.34218568E-07   0.26076245E-08   0.76120416E-01
 164.94720  -0.36872318E-07   0.27817197E-08   0.11216907E+00
 164.99560  -0.37959955E-07   0.28436625E-08   0.14346123E+00
 165.04400  -0.37433724E-07   0.27906329E-08   0.16866934E+00
 165.09240  -0.35314798E-07   0.26245693E-08   0.18672366E+00
 165.14080  -0.31692506E-07   0.23520973E-08   0.19685839E+00
 165.18920  -0.26720488E-07   0.19842656E-08   0.19864471E+00
 165.23760  -0.20609972E-07   0.15361064E-08   0.19200907E+00
 165.28600  -0.13620510E-07   0.10260243E-08   0.17723597E+00
 165.33440  -0.60486794E-08   0.47506578E-09   0.15495510E+00
 165.38280   0.17847036E-08  -0.93932452E-10   0.12611381E+00
 165.43120   0.95482296E-08  -0.65724914E-09   0.91936247E-01
 165.47960   0.16913838E-07  -0.11912422E-08   0.53871247E-01
 165.52800   0.23570497E-07  -0.16733143E-08   0.13531185E-01
 165.57640   0.29237132E-07  -0.20828628E-08  -0.27375704E-01
 165.62480   0.33674315E-07  -0.24021704E-08  -0.67116928E-01
 165.67320   0.36694303E-07  -0.26172031E-08  -0.10400854E+00
 165.72160   0.38168981E-07  -0.27182753E-08  -0.13648629E+00
 165.77000   0.38035360E-07  -0.27005439E-08  -0.16317217E+00
 165.81840   0.36298339E-07  -0.25642809E-08  -0.18293352E+00
 165.86680   0.33030546E-07  -0.23149295E-08  -0.19493184E+00
 165.91520   0.28369248E-07  -0.19628982E-08  -0.19865898E+00
 165.96360   0.22510461E-07  -0.15231240E-08  -0.19395901E+00
 166.01200   0.15700558E-07  -0.10144051E-08  -0.18103451E+00
 166.06040   0.82257950E-08  -0.45856321E-09  -0.16043737E+00
 166.10880   0.40026376E-09   0.12054020E-09  -0.13304444E+00
 166.15720  -0.74471949E-08   0.69806993E-09  -0.10001955E+00
 166.20560  -0.14986583E-07   0.12493062E-08  -0.62763781E-01
 166.25400  -0.21900335E-07   0.17507306E-08  -0.22856146E-01
 166.30240  -0.27896423E-07   0.21810254E-08   0.18012842E-01
 166.35080  -0.32720513E-07   0.25219859E-08   0.58112046E-01
 166.39920  -0.36166723E-07   0.27592873E-08   0.95742399E-01
 166.44760  -0.38086515E-07   0.28830717E-08   0.12930856E+00
 166.49600  -0.38395315E-07   0.28883527E-08   0.15738665E+00
 166.54440  -0.37076482E-07   0.27752045E-08   0.17878514E+00
 166.59280  -0.34182376E-07   0.25487264E-08   0.19259611E+00
 166.64120  -0.29832401E-07   0.22187984E-08   0.19823448E+00
 166.68960  -0.24208083E-07   0.17996283E-08   0.19546313E+00
 166.73800  -0.17545408E-07   0.13091274E-08   0.18440287E+00
 166.78640  -0.10124792E-07   0.76813268E-09   0.16552668E+00
 166.83480  -0.22591805E-08   0.19952293E-09   0.13963876E+00
 166.88320   0.57191827E-08  -0.37273979E-09   0.10783957E+00
 166.93160   0.13472733E-07  -0.92459312E-09   0.71478615E-01
 166.98000   0.20672755E-07  -0.14328676E-08   0.32097146E-01
 167.02840   0.27013204E-07  -0.18762280E-08  -0.86367379E-02
 167.07680   0.32223656E-07  -0.22360616E-08  -0.48998075E-01
 167.12520   0.36080870E-07  -0.24972460E-08  -0.87277398E-01
 167.17360   0.38418497E-07  -0.26487970E-08  -0.12185269E+00
 167.22200   0.39134455E-07  -0.26843373E-08  -0.15125805E+00
 167.27040   0.38195591E-07  -0.26023836E-08  -0.17424625E+00
 167.31880   0.35639362E-07  -0.24064141E-08  -0.18984228E+00
 167.36720   0.31572386E-07  -0.21047240E-08  -0.19738537E+00
 167.41560   0.26165919E-07  -0.17100675E-08  -0.19655749E+00
 167.46400   0.19648458E-07  -0.12391015E-08  -0.18739681E+00
 167.51240   0.12295861E-07  -0.71166974E-09  -0.17029556E+00
 167.56080   0.44194729E-08  -0.14995859E-09  -0.14598259E+00
 167.60920  -0.36471828E-08   0.42243551E-09  -0.11549154E+00
 167.65760  -0.11562542E-07   0.98148037E-09  -0.80116368E-01
 167.70600  -0.18991393E-07   0.15036920E-08  -0.41356314E-01
 167.75440  -0.25618956E-07   0.19670875E-08  -0.85266276E-03
 167.80280  -0.31164128E-07   0.23520809E-08   0.39680109E-01
 167.85120  -0.35391367E-07   0.26422898E-08   0.78526180E-01
 167.89960  -0.38120739E-07   0.28252177E-08   0.11404047E+00
 167.94800  -0.39235682E-07   0.28928029E-08   0.14471814E+00
 167.99640  -0.38688088E-07   0.28417829E-08   0.16925861E+00
 168.04480  -0.36500448E-07   0.26738682E-08   0.18662132E+00
 168.09320  -0.32764906E-07   0.23957224E-08   0.19607057E+00
 168.14160  -0.27639253E-07   0.20187089E-08   0.19720723E+00
 168.19000  -0.21340063E-07   0.15584504E-08   0.18998584E+00
 168.23840  -0.14133318E-07   0.10341897E-08   0.17471613E+00
 168.28680  -0.63229993E-08   0.46799477E-09   0.15204916E+00
 168.33520   0.17618081E-08  -0.11617205E-09   0.12294875E+00
 168.38360   0.97807251E-08  -0.69346725E-09   0.88649945E-01
 168.43200   0.17396241E-07  -0.12392259E-08   0.50606285E-01
 168.48040   0.24287687E-07  -0.17300253E-08   0.10428454E-01
 168.52880   0.30164516E-07  -0.21447022E-08  -0.30183351E-01
 168.57720   0.34778398E-07  -0.24652855E-08  -0.69510619E-01
 168.62560   0.37933670E-07  -0.26777947E-08  -0.10588862E+00
 168.67400   0.39495694E-07  -0.27728677E-08  -0.13777656E+00
 168.72240   0.39396732E-07  -0.27461886E-08  -0.16382304E+00
 168.77080   0.37639033E-07  -0.25986836E-08  -0.18292384E+00
 168.81920   0.34294930E-07  -0.23364774E-08  -0.19426949E+00
 168.86760   0.29503909E-07  -0.19706157E-08  -0.19738026E+00
 168.91600   0.23466761E-07  -0.15165613E-08  -0.19212671E+00
 168.96440   0.16437094E-07  -0.99351307E-09  -0.17873506E+00
 169.01280   0.87106041E-08  -0.42355713E-09  -0.15777680E+00
 169.06120   0.61261083E-09   0.16927918E-09  -0.13014366E+00
 169.10960  -0.75155932E-08   0.76004588E-09  -0.97008907E-01
 169.15800  -0.15331012E-07   0.13238980E-08  -0.59777160E-01
 169.20640  -0.22503273E-07   0.18371230E-08  -0.20024945E-01
 169.25480  -0.28728465E-07   0.22781005E-08   0.20565581E-01
 169.30320  -0.33741960E-07   0.26281937E-08   0.60277075E-01
 169.35160  -0.37329697E-07   0.28725198E-08   0.97428974E-01
 169.40000  -0.39337456E-07   0.30005764E-08   0.13044821E+00
 169.44840  -0.39677666E-07   0.30067076E-08   0.15793587E+00
 169.49680  -0.38333405E-07   0.28903644E-08   0.17872691E+00
 169.54520  -0.35359360E-07   0.26561643E-08   0.19194032E+00
 169.59360  -0.30879640E-07   0.23137288E-08   0.19701714E+00
 169.64200  -0.25082549E-07   0.18772993E-08   0.19374463E+00
 169.69040  -0.18212551E-07   0.13651486E-08   0.18226516E+00
 169.73880  -0.10559822E-07   0.79881748E-09   0.16306960E+00
 169.78720  -0.24479025E-08   0.20220078E-09   0.13697562E+00
 169.83560   0.57800044E-08  -0.39947222E-09   0.10509210E+00
 169.88400   0.13775491E-07  -0.98071930E-09   0.68771511E-01
 169.93240   0.21199577E-07  -0.15168971E-08   0.29552514E-01
 169.98080   0.27736949E-07  -0.19852647E-08  -0.10904851E-01
 170.02920   0.33109266E-07  -0.23659661E-08  -0.50888726E-01
 170.07760   0.37087009E-07  -0.26428875E-08  -0.88707135E-01
 170.12600   0.39499362E-07  -0.28043582E-08  -0.12275909E+00
 170.17440   0.40241700E-07  -0.28436529E-08  -0.15160228E+00
 170.22280   0.39280284E-07  -0.27592649E-08  -0.17401458E+00
 170.27120   0.36653919E-07  -0.25549631E-08  -0.18904651E+00
 170.31960   0.32472439E-07  -0.22395932E-08  -0.19606226E+00
 170.36800   0.26912071E-07  -0.18266713E-08  -0.19476711E+00
 170.41640   0.20207882E-07  -0.13337721E-08  -0.18521997E+00
 170.46480   0.12643681E-07  -0.78176177E-09  -0.16783036E+00
 170.51320   0.45398608E-08  -0.19389540E-09  -0.14334011E+00
 170.56160  -0.37602645E-08   0.40515249E-09  -0.11279095E+00
 170.61000  -0.11905006E-07   0.99031024E-09  -0.77479553E-01
 170.65840  -0.19549138E-07   0.15371250E-08  -0.38902378E-01
 170.70680  -0.26368431E-07   0.20227514E-08   0.13074976E-02
 170.75520  -0.32073314E-07   0.24268781E-08   0.41448818E-01
 170.80360  -0.36421119E-07   0.27325507E-08   0.79823347E-01
 170.85200  -0.39226420E-07   0.29268865E-08   0.11480709E+00
 170.90040  -0.40368995E-07   0.30016197E-08   0.14491880E+00
 170.94880  -0.39799051E-07   0.29534769E-08   0.16888295E+00
 170.99720  -0.37539433E-07   0.27843436E-08   0.18568439E+00
 171.04560  -0.33684692E-07   0.25012220E-08   0.19461214E+00
 171.09400  -0.28397031E-07   0.21159567E-08   0.19529008E+00
 171.14240  -0.21899336E-07   0.16447562E-08   0.18769307E+00
 171.19080  -0.14465604E-07   0.11075134E-08   0.17214756E+00
 171.23920  -0.64092616E-08   0.52696790E-09   0.14931694E+00
 171.28760   0.19301014E-08  -0.72264727E-10   0.12017239E+00
 171.33600   0.10201000E-07  -0.66473932E-09   0.85950893E-01
 171.38440   0.18054726E-07  -0.12252609E-08   0.48102422E-01
 171.43280   0.25159862E-07  -0.17299650E-08   0.82287253E-02
 171.48120   0.31216083E-07  -0.21573277E-08  -0.31983826E-01
 171.52960   0.35966723E-07  -0.24890849E-08  -0.70834730E-01
 171.57800   0.39209608E-07  -0.27110171E-08  -0.10668052E+00
 171.62640   0.40805710E-07  -0.28135534E-08  -0.13800393E+00
 171.67480   0.40685211E-07  -0.27921921E-08  -0.16347818E+00
 171.72320   0.38850680E-07  -0.26476908E-08  -0.18202378E+00
 171.77160   0.35377166E-07  -0.23860398E-08  -0.19285499E+00
 171.82000   0.30409169E-07  -0.20182081E-08  -0.19551388E+00
 171.86840   0.24154600E-07  -0.15596757E-08  -0.18988997E+00
 171.91680   0.16876003E-07  -0.10297827E-08  -0.17622480E+00
 171.96520   0.88794572E-08  -0.45091037E-09  -0.15510090E+00
 172.01360   0.50165200E-09   0.15245112E-09  -0.12741620E+00
 172.06200  -0.79042734E-08   0.75472195E-09  -0.94345120E-01
 172.11040  -0.15983541E-07   0.13303023E-08  -0.57288334E-01
 172.15880  -0.23394595E-07   0.18546352E-08  -0.17813566E-01
 172.20720  -0.29823435E-07   0.23052454E-08   0.22410192E-01
 172.25560  -0.34996857E-07   0.26626922E-08   0.61682421E-01
 172.30400  -0.38694087E-07   0.29114220E-08   0.98342183E-01
 172.35240  -0.40756294E-07   0.30404558E-08   0.13083791E+00
 172.40080  -0.41093577E-07   0.30438990E-08   0.15779310E+00
 172.44920  -0.39689055E-07   0.29212252E-08   0.17806511E+00
 172.49760  -0.36599831E-07   0.26773375E-08   0.19079443E+00
 172.54600  -0.31954750E-07   0.23223690E-08   0.19544192E+00
 172.59440  -0.25949019E-07   0.18712551E-08   0.19181211E+00
 172.64280  -0.18835920E-07   0.13430788E-08   0.18006148E+00
 172.69120  -0.10916014E-07   0.76024057E-09   0.16069122E+00
 172.73960  -0.25243302E-08   0.14747177E-09   0.13452505E+00
 172.78800   0.59838678E-08  -0.46923675E-09   0.10267338E+00
 172.83640   0.14248129E-07  -0.10637546E-08   0.66485674E-01
 172.88480   0.21918045E-07  -0.16109137E-08   0.27493190E-01
 172.93320   0.28668048E-07  -0.20875788E-08  -0.12655362E-01
 172.98160   0.34211195E-07  -0.24735971E-08  -0.52262776E-01
 173.03000   0.38311390E-07  -0.27526346E-08  -0.89654304E-01
 173.07840   0.40793518E-07  -0.29128526E-08  -0.12324794E+00
 173.12680   0.41551048E-07  -0.29473835E-08  -0.15162130E+00
 173.17520   0.40550742E-07  -0.28546204E-08  -0.17357228E+00
 173.22360   0.37834206E-07  -0.26382775E-08  -0.18817082E+00
 173.27200   0.33516176E-07  -0.23072451E-08  -0.19479914E+00
 173.32040   0.27779598E-07  -0.18752166E-08  -0.19317850E+00
 173.36880   0.20867724E-07  -0.13601337E-08  -0.18338104E+00
 173.41720   0.13073601E-07  -0.78344772E-09  -0.16582616E+00
 173.46560   0.47274680E-08  -0.16923584E-09  -0.14126180E+00
 173.51400  -0.38173455E-08   0.45678967E-09  -0.11073167E+00
 173.56240  -0.12199393E-07   0.10683442E-08  -0.75530234E-01
 173.61080  -0.20064314E-07   0.16396665E-08  -0.37147642E-01
 173.65920  -0.27079658E-07   0.21466020E-08   0.27930345E-02
 173.70760  -0.32948762E-07   0.25676296E-08   0.42603705E-01
 173.75600  -0.37423134E-07   0.28847991E-08   0.80601764E-01
 173.80440  -0.40312888E-07   0.30845201E-08   0.11518055E+00
 173.85280  -0.41494776E-07   0.31581710E-08   0.14487706E+00
 173.90120  -0.40917481E-07   0.31025111E-08   0.16843418E+00
 173.94960  -0.38603915E-07   0.29198377E-08   0.18485462E+00
 173.99800  -0.34650358E-07   0.26178986E-08   0.19344399E+00
